Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2023-09-28T00:00:00Z,SOLUSD,19.13,6224.16867092,Market,Filled,119068.3466747,"" 
2023-10-02T19:00:00Z,ETHUSD,1657.82,-168.2782727,Market,Filled,-278975.08604751,"Liquidated" 
2023-10-03T00:00:00Z,BTCUSD,27501.79,-1.26952604,Market,Filled,-34914.238551612,"Liquidated" 
2023-10-03T22:00:00Z,SOLUSD,23.51,-6224.16867092,Market,Filled,-146330.20545333,"Liquidated" 
2023-10-04T07:00:00Z,BTCUSD,27419.99,0.29283949,Market,Filled,8029.6558874051,"" 
2023-10-04T10:00:00Z,ETHUSD,1651.5,4.83065846,Market,Filled,7977.83244669,"" 
2023-10-04T10:00:00Z,SOLUSD,23.77,12495.19406689,Market,Filled,297010.76296998,"" 
2023-10-04T13:00:00Z,ETHUSD,1646.28,-4.83065846,Market,Filled,-7952.6164095288,"Liquidated" 
2023-10-04T14:00:00Z,SOLUSD,23.06,-12495.19406689,Market,Filled,-288139.17518248,"Liquidated" 
2023-10-04T16:00:00Z,BTCUSD,27398.28,-0.29283949,Market,Filled,-8023.2983420772,"Liquidated" 
2023-10-04T17:00:00Z,BTCUSD,27521.81,1.33052148,Market,Filled,36618.359373479,"" 
2023-10-04T22:00:00Z,ETHUSD,1643.92,19.36848345,Market,Filled,31840.237313124,"" 
2023-10-05T01:00:00Z,SOLUSD,23.64,20948.84532939,Market,Filled,495230.70358678,"" 
2023-10-05T06:00:00Z,ETHUSD,1640.36,-19.36848345,Market,Filled,-31771.285512042,"Liquidated" 
2023-10-05T07:00:00Z,SOLUSD,23.03,-20948.84532939,Market,Filled,-482451.90793585,"Liquidated" 
2023-10-05T12:00:00Z,SOLUSD,23.23,498.69785029,Market,Filled,11584.751062237,"" 
2023-10-05T16:00:00Z,SOLUSD,22.84,-498.69785029,Market,Filled,-11390.258900624,"Liquidated" 
2023-10-05T19:00:00Z,BTCUSD,27501.29,-1.33052148,Market,Filled,-36591.057072709,"Liquidated" 
2023-10-06T02:00:00Z,SOLUSD,23.13,2188.13490581,Market,Filled,50611.560371385,"" 
2023-10-06T05:00:00Z,ETHUSD,1623.28,12.19194114,Market,Filled,19790.934213739,"" 
2023-10-06T08:00:00Z,BTCUSD,27646.76,2.80409555,Market,Filled,77524.156687918,"" 
2023-10-06T13:00:00Z,BTCUSD,27240.76,-2.80409555,Market,Filled,-76385.693894618,"Liquidated" 
2023-10-06T14:00:00Z,SOLUSD,22.91,-2188.13490581,Market,Filled,-50130.170692107,"Liquidated" 
2023-10-06T15:00:00Z,BTCUSD,27676.53,3.3922476,Market,Filled,93885.642468828,"" 
2023-10-06T16:00:00Z,SOLUSD,23.51,22920.0784884,Market,Filled,538851.04526228,"" 
2023-10-07T19:00:00Z,SOLUSD,23.25,-22920.0784884,Market,Filled,-532891.8248553,"Liquidated" 
2023-10-07T20:00:00Z,ETHUSD,1631.39,-12.19194114,Market,Filled,-19889.810856385,"Liquidated" 
2023-10-08T02:00:00Z,ETHUSD,1640.34,5.74260847,Market,Filled,9419.8303776798,"" 
2023-10-08T03:00:00Z,SOLUSD,23.48,2458.90595001,Market,Filled,57735.111706235,"" 
2023-10-08T05:00:00Z,ETHUSD,1634.31,-5.74260847,Market,Filled,-9385.2024486057,"Liquidated" 
2023-10-08T07:00:00Z,SOLUSD,23.26,-2458.90595001,Market,Filled,-57194.152397233,"Liquidated" 
2023-10-08T09:00:00Z,SOLUSD,23.44,1127.33934236,Market,Filled,26424.834184918,"" 
2023-10-08T11:00:00Z,BTCUSD,27835.61,-3.3922476,Market,Filled,-94425.281217036,"Liquidated" 
2023-10-08T11:00:00Z,SOLUSD,23.43,-1127.33934236,Market,Filled,-26413.560791495,"Liquidated" 
2023-10-08T16:00:00Z,ETHUSD,1632.25,12.56003078,Market,Filled,20501.110240655,"" 
2023-10-08T16:00:00Z,SOLUSD,23.49,10487.32113708,Market,Filled,246347.17351001,"" 
2023-10-08T22:00:00Z,BTCUSD,27931.11,0.73411208,Market,Filled,20504.565258809,"" 
2023-10-08T23:00:00Z,SOLUSD,23.25,-10487.32113708,Market,Filled,-243830.21643711,"Liquidated" 
2023-10-09T01:00:00Z,BTCUSD,27836.25,-0.73411208,Market,Filled,-20434.9273869,"Liquidated" 
2023-10-09T01:00:00Z,ETHUSD,1627.53,-12.56003078,Market,Filled,-20441.826895373,"Liquidated" 
2023-10-09T02:00:00Z,BTCUSD,27976.41,1.60927126,Market,Filled,45021.632570977,"" 
2023-10-09T04:00:00Z,ETHUSD,1634.3,30.16492142,Market,Filled,49298.531076706,"" 
2023-10-09T06:00:00Z,BTCUSD,27874.39,-1.60927126,Market,Filled,-44857.454717031,"Liquidated" 
